ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,1st Round,3,Vinciguerra A.,Meligeni F.,55,103,6,2,6,0,,,,,,,2,0,Completed,1.8,1.9,1.7,1.85,1.7,1.8,1.833,1.833
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Boutter J.,Henman T.,82,10,2,6,6,3,6,4,,,,,2,1,Completed,2.4,1.5,2.35,1.45,2.3,1.4,2.25,1.571
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Corretja A.,Portas A.,11,45,6,7,6,2,6,4,,,,,2,1,Completed,1.42,2.65,1.4,2.45,1.45,2.2,1.4,2.75
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Diaz J.,Kafelnikov Y.,118,6,7,6,1,6,7,5,,,,,2,1,Completed,3.5,1.25,3.05,1.27,2.7,1.3,3,1.333
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Federer R.,Safin M.,18,2,4,6,6,4,7,6,,,,,2,1,Completed,2,1.7,1.85,1.75,1.75,1.75,1.909,1.8
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Ferreira W.,Rusedski G.,19,52,6,4,6,4,,,,,,,2,0,Completed,1.67,2.05,1.65,1.97,1.6,1.9,1.667,2.1
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Rios M.,9,27,6,1,6,3,,,,,,,2,0,Completed,1.38,2.8,1.4,2.5,1.4,2.3,1.333,3
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Grosjean S.,Bruguera S.,13,73,7,5,3,6,7,5,,,,,2,1,Completed,1.5,2.4,1.42,2.45,1.4,2.3,1.533,2.375
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Hewitt L.,Haas T.,7,22,7,5,6,3,,,,,,,2,0,Completed,1.55,2.25,1.5,2.2,1.6,1.9,1.533,2.375
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Kiefer N.,Enqvist T.,37,14,7,6,4,6,6,3,,,,,2,1,Completed,2.05,1.67,1.97,1.65,1.9,1.6,2.1,1.667
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Kuerten G.,Chang M.,1,32,6,1,6,1,,,,,,,2,0,Completed,1.16,4.5,1.17,3.85,1.15,3.8,1.167,4.5
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Lapentti N.,Coria G.,41,25,3,6,6,3,7,5,,,,,2,1,Completed,2.55,1.45,2.25,1.5,2,1.55,2.5,1.5
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Levy H.,Clavet F.,54,33,6,4,7,6,,,,,,,2,0,Completed,2.7,1.4,2.45,1.42,2.3,1.4,2.75,1.4
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Luzzi F.,Arazi H.,146,28,6,3,7,6,,,,,,,2,0,Completed,,,,,,,,
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Mantilla F.,Calatrava A.,79,49,3,6,6,3,7,6,,,,,2,1,Completed,1.38,2.8,1.42,2.45,1.45,2.2,1.364,2.875
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Squillari F.,Santoro F.,21,47,6,4,6,0,,,,,,,2,0,Completed,1.45,2.5,1.5,2.2,1.5,2.1,1.533,2.375
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,2nd Round,3,Vinciguerra A.,Santopadre V.,55,180,3,6,7,5,6,3,,,,,2,1,Completed,1.33,3,1.35,2.6,1.3,2.7,1.364,2.875
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,3rd Round,3,Corretja A.,Hewitt L.,11,7,7,6,6,4,,,,,,,2,0,Completed,2.1,1.65,2,1.62,1.9,1.6,2.2,1.615
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,3rd Round,3,Diaz J.,Luzzi F.,118,146,6,3,6,1,,,,,,,2,0,Completed,,,,,,,,
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,3rd Round,3,Ferreira W.,Federer R.,19,18,7,6,6,2,,,,,,,2,0,Completed,2.25,1.57,2.15,1.53,2.2,1.45,2.25,1.571
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,3rd Round,3,Ferrero J.C.,Boutter J.,9,82,6,3,6,2,,,,,,,2,0,Completed,1.22,3.85,1.22,3.25,1.2,3.2,1.25,3.5
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,3rd Round,3,Kuerten G.,Squillari F.,1,21,6,1,6,2,,,,,,,2,0,Completed,1.22,3.75,1.25,3.1,1.25,3,1.25,3.5
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,3rd Round,3,Lapentti N.,Mantilla F.,41,79,6,3,2,6,7,6,,,,,2,1,Completed,2.1,1.65,2,1.6,2,1.55,2.1,1.667
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,3rd Round,3,Levy H.,Kiefer N.,54,37,6,2,6,4,,,,,,,2,0,Completed,2.45,1.48,2.2,1.5,2.2,1.45,2.625,1.444
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,3rd Round,3,Vinciguerra A.,Grosjean S.,55,13,6,2,6,3,,,,,,,2,0,Completed,2.4,1.5,2.2,1.5,2.1,1.5,2.5,1.5
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,Quarterfinals,3,Ferrero J.C.,Ferreira W.,9,19,6,0,6,2,,,,,,,2,0,Completed,,,,,,,,
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,Quarterfinals,3,Kuerten G.,Corretja A.,1,11,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,Quarterfinals,3,Lapentti N.,Diaz J.,41,118,3,6,6,1,6,2,,,,,2,1,Completed,1.53,2.3,1.47,2.25,1.45,2.2,1.615,2.2
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,Quarterfinals,3,Vinciguerra A.,Levy H.,55,54,7,6,6,2,,,,,,,2,0,Completed,1.5,2.4,1.58,2.05,1.6,1.9,1.5,2.5
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,Semifinals,3,Ferrero J.C.,Lapentti N.,9,41,6,3,6,3,,,,,,,2,0,Completed,1.28,3.35,1.27,3,1.25,3,1.25,3.5
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,Semifinals,3,Kuerten G.,Vinciguerra A.,1,55,6,2,6,4,,,,,,,2,0,Completed,1.18,4.25,1.2,3.45,1.2,3.2,1.167,4.5
30,Rome,Rome TMS,5/7/01,Masters,Outdoor,Clay,The Final,5,Ferrero J.C.,Kuerten G.,9,1,3,6,6,1,2,6,6,4,6,2,3,2,Completed,2.4,1.53,2.3,1.41,2.2,1.45,2.5,1.5
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Agassi A.,Sanguinetti D.,3,56,6,1,6,4,,,,,,,2,0,Completed,1.22,4,1.2,3.4,1.2,3.2,1.25,3.5
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Arazi H.,Schalken S.,28,30,6,3,1,6,6,1,,,,,2,1,Completed,1.67,2.05,1.63,1.95,1.7,1.8,1.615,2.2
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Burgsmuller L.,Henman T.,96,10,6,1,6,4,,,,,,,2,0,Completed,3,1.35,2.65,1.31,2.7,1.3,2.875,1.364
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Calatrava A.,Sampras P.,50,4,6,7,6,3,6,4,,,,,2,1,Completed,2.2,1.6,2.8,1.3,2.3,1.4,2.2,1.615
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Calleri A.,El Aynaoui Y.,75,61,7,6,7,6,,,,,,,2,0,Completed,1.8,1.9,,,1.75,1.75,1.8,1.909
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Chang M.,Gustafsson M.,35,66,6,4,6,4,,,,,,,2,0,Completed,2.1,1.67,,,2,1.55,2.1,1.667
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Corretja A.,Rusedski G.,13,49,6,3,6,4,,,,,,,2,0,Completed,1.2,4,1.25,3,1.2,3.2,1.222,3.75
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Costa A.,Clavet F.,53,38,6,3,6,4,,,,,,,2,0,Completed,1.67,2.05,1.6,2,1.55,2,1.615,2.2
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Escude N.,Kafelnikov Y.,36,5,7,5,7,5,,,,,,,2,0,Completed,2.7,1.4,2.5,1.37,2.5,1.35,2.75,1.4
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Ferrero J.C.,Bruguera S.,6,68,3,6,6,1,6,4,,,,,2,1,Completed,1.25,3.5,1.2,3.45,1.25,3,1.25,3.5
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Gambill J.M.,Pretzsch A.,15,162,6,2,7,5,,,,,,,2,0,Completed,1.5,2.45,1.35,2.5,1.4,2.3,1.4,2.75
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Gaudio G.,Puerta M.,40,81,6,2,6,3,,,,,,,2,0,Completed,,,1.36,2.57,1.35,2.5,1.4,2.75
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Grosjean S.,Bjorkman J.,11,37,6,2,3,6,6,0,,,,,2,1,Completed,1.35,3,1.28,2.9,1.3,2.7,1.286,3.25
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Haas T.,Hrbaty D.,21,20,6,3,6,2,,,,,,,2,0,Completed,1.5,2.4,1.5,2.15,1.45,2.2,1.615,2.2
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Hewitt L.,di Pasquale A.,7,64,6,3,6,2,,,,,,,2,0,Completed,1.28,3.3,1.27,3,1.3,2.7,1.333,3
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Ilie A.,Balcells J.,58,60,4,6,7,6,6,4,,,,,2,1,Completed,2.2,1.6,,,1.9,1.6,2.25,1.571
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Johansson T.,Prinosil D.,23,29,6,4,6,4,,,,,,,2,0,Completed,1.5,2.4,1.45,2.35,1.35,2.5,1.5,2.5
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Kiefer N.,Pavel A.,32,22,6,4,6,4,,,,,,,2,0,Completed,1.65,2.1,1.7,1.85,1.6,1.9,1.667,2.1
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Lapentti N.,Schuettler R.,27,51,6,4,7,6,,,,,,,2,0,Completed,1.35,3,1.4,2.45,1.35,2.5,1.4,2.75
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Levy H.,Dupuis A.,39,77,6,2,6,3,,,,,,,2,0,Completed,1.75,1.95,,,1.75,1.75,1.667,2.1
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Martin A.,Medvedev A.,41,70,6,3,6,0,,,,,,,2,0,Completed,,,,,,,,
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Martin T.,Enqvist T.,33,14,6,2,7,6,,,,,,,2,0,Completed,2.55,1.45,2.3,1.45,2.2,1.45,2.625,1.444
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Mirnyi M.,Kuerten G.,54,1,6,3,3,6,7,6,,,,,2,1,Completed,4.25,1.18,4.65,1.1,4.5,1.1,4.5,1.167
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Norman M.,Rosset M.,9,65,6,3,7,5,,,,,,,2,0,Completed,1.57,2.25,1.45,2.3,1.5,2.1,1.667,2.1
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Pioline C.,Vinciguerra A.,43,34,7,5,6,3,,,,,,,2,0,Completed,2.1,1.65,1.95,1.65,1.75,1.75,2.2,1.615
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Portas A.,Voltchkov V.,42,31,6,1,6,3,,,,,,,2,0,Completed,1.25,3.5,1.23,3.23,1.2,3.2,1.25,3.5
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Rios M.,Moya C.,26,24,6,4,6,4,,,,,,,2,0,Completed,3,1.35,2.5,1.38,2.5,1.35,3,1.333
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Safin M.,Knippschild J.,2,93,6,2,6,4,,,,,,,2,0,Completed,1.28,3.25,1.28,2.95,1.3,2.7,1.3,3.2
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Santoro F.,Pozzi G.,52,57,6,1,6,4,,,,,,,2,0,Completed,1.33,3.1,1.36,2.57,1.35,2.5,1.4,2.75
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Squillari F.,Federer R.,19,18,6,3,6,4,,,,,,,2,0,Completed,1.8,1.9,1.85,1.71,1.75,1.75,1.833,1.833
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Ulihrach B.,Clement A.,45,12,7,5,6,2,,,,,,,2,0,Completed,1.7,2,1.73,1.83,1.75,1.75,1.615,2.2
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,1st Round,3,Vicente F.,Ferreira W.,46,16,6,4,4,6,6,3,,,,,2,1,Completed,2.05,1.68,1.9,1.7,1.85,1.65,2.1,1.667
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Arazi H.,Haas T.,28,21,2,6,7,6,7,5,,,,,2,1,Completed,2.2,1.6,2.05,1.57,2,1.55,2.2,1.615
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Costa A.,Ulihrach B.,53,45,4,6,6,1,2,1,,,,,1,1,Retired,1.67,2.05,1.72,1.85,1.7,1.8,1.615,2.2
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Escude N.,Pioline C.,36,43,6,4,3,6,6,1,,,,,2,1,Completed,2,1.7,2,1.6,2.1,1.5,2,1.727
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Levy H.,6,39,7,6,6,3,,,,,,,2,0,Completed,1.25,3.5,1.25,3.1,1.2,3.2,1.2,4
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Gambill J.M.,Rios M.,15,26,6,3,6,4,,,,,,,2,0,Completed,2.6,1.42,2.3,1.45,2.2,1.45,2.5,1.5
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Gaudio G.,Safin M.,40,2,6,0,7,6,,,,,,,2,0,Completed,2.5,1.45,2.4,1.42,2.3,1.4,2.5,1.5
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Grosjean S.,Calleri A.,11,75,3,6,7,5,6,2,,,,,2,1,Completed,1.67,2.05,1.55,2.1,1.6,1.9,1.615,2.2
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Hewitt L.,Vicente F.,7,46,3,6,6,2,6,4,,,,,2,1,Completed,1.25,3.5,1.27,3,1.2,3.2,1.286,3.25
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Ilie A.,Burgsmuller L.,58,96,6,3,6,3,,,,,,,2,0,Completed,1.5,2.4,1.5,2.2,1.45,2.2,1.5,2.5
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Johansson T.,Mirnyi M.,23,54,6,2,6,0,,,,,,,2,0,Completed,1.65,2.1,1.6,2.05,1.6,1.9,1.667,2.1
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Kiefer N.,Martin T.,32,33,6,3,7,5,,,,,,,2,0,Completed,1.58,2.2,1.6,2,1.65,1.85,1.571,2.25
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Lapentti N.,Corretja A.,27,13,6,4,6,1,,,,,,,2,0,Completed,2.55,1.45,2.2,1.5,2.1,1.5,2.75,1.4
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Martin A.,Calatrava A.,41,50,6,3,6,2,,,,,,,2,0,Completed,1.6,2.2,1.7,1.85,1.65,1.85,1.667,2.1
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Portas A.,Norman M.,42,9,7,6,7,6,,,,,,,2,0,Completed,2.25,1.55,2.2,1.5,2.1,1.5,2.25,1.571
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Santoro F.,Agassi A.,52,3,6,3,5,7,6,4,,,,,2,1,Completed,3.75,1.22,3.1,1.25,3.2,1.2,3.75,1.222
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,2nd Round,3,Squillari F.,Chang M.,19,35,6,2,5,7,6,3,,,,,2,1,Completed,1.45,2.5,1.47,2.25,1.4,2.3,1.533,2.375
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,3rd Round,3,Costa A.,Escude N.,53,36,6,3,6,0,,,,,,,2,0,Completed,1.6,2.2,1.62,1.97,1.6,1.9,1.571,2.25
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,3rd Round,3,Ferrero J.C.,Lapentti N.,6,27,6,4,6,3,,,,,,,2,0,Completed,1.33,3,1.33,2.7,1.3,2.7,1.333,3
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,3rd Round,3,Hewitt L.,Ilie A.,7,58,6,2,7,6,,,,,,,2,0,Completed,1.25,3.5,1.25,3.1,1.25,3,1.286,3.25
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,3rd Round,3,Johansson T.,Gambill J.M.,23,15,3,6,6,4,6,4,,,,,2,1,Completed,1.9,1.8,1.82,1.75,1.8,1.7,1.909,1.8
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,3rd Round,3,Martin A.,Arazi H.,41,28,6,2,6,3,,,,,,,2,0,Completed,1.67,2.1,1.75,1.82,1.7,1.8,1.615,2.2
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,3rd Round,3,Portas A.,Grosjean S.,42,11,6,3,4,6,6,2,,,,,2,1,Completed,2,1.7,1.95,1.65,1.85,1.65,2,1.727
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,3rd Round,3,Santoro F.,Kiefer N.,52,32,6,3,6,3,,,,,,,2,0,Completed,2,1.7,1.95,1.65,1.8,1.7,2.1,1.667
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,3rd Round,3,Squillari F.,Gaudio G.,19,40,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,Quarterfinals,3,Costa A.,Santoro F.,53,52,6,1,6,2,,,,,,,2,0,Completed,1.53,2.3,1.55,2.1,1.5,2.1,1.533,2.375
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,Quarterfinals,3,Ferrero J.C.,Johansson T.,6,23,6,2,6,2,,,,,,,2,0,Completed,1.22,3.75,1.22,3.3,1.2,3.2,1.2,4
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,Quarterfinals,3,Hewitt L.,Squillari F.,7,19,6,4,6,2,,,,,,,2,0,Completed,1.42,2.6,1.4,2.45,1.4,2.3,1.444,2.625
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,Quarterfinals,3,Portas A.,Martin A.,42,41,6,3,6,2,,,,,,,2,0,Completed,1.9,1.8,,,1.75,1.75,1.833,1.833
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,Semifinals,3,Ferrero J.C.,Costa A.,6,53,6,1,6,2,,,,,,,2,0,Completed,1.38,2.8,1.4,2.45,1.4,2.3,1.364,2.875
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,Semifinals,3,Portas A.,Hewitt L.,42,7,3,6,7,5,6,2,,,,,2,1,Completed,2.8,1.38,2.75,1.32,2.5,1.35,3,1.333
31,Hamburg,Hamburg TMS,5/14/01,Masters,Outdoor,Clay,The Final,5,Portas A.,Ferrero J.C.,42,6,4,6,6,2,0,6,7,6,7,5,3,2,Completed,4,1.2,3.5,1.2,3.2,1.2,3.75,1.222
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Alami K.,Ilie A.,109,51,6,7,7,6,7,6,,,,,2,1,Completed,2.2,1.6,2.1,1.5,2.2,1.45,2.25,1.571
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Calatrava A.,Lee H.T.,47,63,6,3,6,4,,,,,,,2,0,Completed,1.42,2.6,1.45,2.3,1.4,2.3,1.5,2.5
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Canas G.,Bryan B.,85,135,6,3,6,2,,,,,,,2,0,Completed,1.2,4,1.2,3.35,1.15,3.8,1.286,3.25
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Gaudenzi A.,Rios M.,120,40,5,7,6,1,6,4,,,,,2,1,Completed,2.5,1.45,2.6,1.35,2.7,1.3,2.625,1.444
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Gustafsson M.,Stoliarov A.,62,97,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Hipfl M.,Elsner D.,93,108,6,3,6,4,,,,,,,2,0,Completed,1.4,2.7,1.45,2.3,1.4,2.3,1.5,2.5
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Kucera K.,Blanco G.,83,75,6,3,7,6,,,,,,,2,0,Completed,1.95,1.75,1.85,1.7,1.65,1.85,1.833,1.833
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Ljubicic I.,Hrbaty D.,74,22,6,1,6,1,,,,,,,2,0,Completed,2.05,1.67,2,1.57,2,1.55,2.1,1.667
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Malisse X.,Eschauer W.,67,159,7,6,6,0,,,,,,,2,0,Completed,,,,,,,,
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Massu N.,Rochus O.,79,69,0,6,6,4,6,4,,,,,2,1,Completed,1.67,2.05,1.65,1.9,1.6,1.9,1.667,2.1
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Pavel A.,Koubek S.,31,78,6,3,6,3,,,,,,,2,0,Completed,1.65,2.1,1.5,2.15,1.45,2.2,1.727,2
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Rochus C.,Sargsian S.,88,115,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Siemerink J.,Armando H.,91,170,7,6,6,3,,,,,,,2,0,Completed,,,1.55,2.05,1.55,2,1.615,2.2
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Tabara M.,Sanchez D.,59,86,6,2,6,3,,,,,,,2,0,Completed,1.67,2.05,1.65,1.9,1.65,1.85,1.667,2.1
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Traykov I.,Kroslak J.,255,253,7,6,7,5,,,,,,,2,0,Completed,,,,,,,,
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,1st Round,3,Vanek J.,Portas A.,102,20,6,4,6,1,,,,,,,2,0,Completed,2.7,1.4,2.45,1.4,2.2,1.45,2.75,1.4
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,2nd Round,3,Gaudenzi A.,Massu N.,120,79,7,6,6,2,,,,,,,2,0,Completed,2.15,1.62,1.9,1.65,1.9,1.6,2.2,1.615
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,2nd Round,3,Gustafsson M.,Kucera K.,62,83,7,5,7,6,,,,,,,2,0,Completed,2.4,1.5,2.1,1.55,2.2,1.45,2.375,1.533
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,2nd Round,3,Hipfl M.,Vanek J.,93,102,7,5,6,0,,,,,,,2,0,Completed,1.55,2.3,1.65,1.9,1.6,1.9,1.615,2.2
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,2nd Round,3,Ljubicic I.,Traykov I.,74,255,6,2,6,7,6,4,,,,,2,1,Completed,1.28,3.25,1.23,3.2,1.25,3,1.25,3.5
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,2nd Round,3,Malisse X.,Alami K.,67,109,6,4,6,1,,,,,,,2,0,Completed,1.6,2.2,1.7,1.86,1.65,1.85,1.615,2.2
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,2nd Round,3,Pavel A.,Rochus C.,31,88,6,1,6,1,,,,,,,2,0,Completed,1.35,2.9,1.4,2.45,1.35,2.5,1.364,2.875
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,2nd Round,3,Siemerink J.,Calatrava A.,91,47,7,5,3,6,6,2,,,,,2,1,Completed,2.9,1.35,2.5,1.37,2.7,1.3,2.625,1.444
32,St. Polten,Internationaler Raiffeisen Grand Prix,5/21/01,International,Outdoor,Clay,2nd Round,3,Tabara M.,Canas G.,59,85,6,4,6,4,,,,,,,2,0,Completed,2.3,1.53,2.1,1.55,2.1,1.5,2.2,1.615
